번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어
6925,9,2017,정면,단어,KETI_SL_0000006925.MOV,203
7759,10,2017,정면,단어,KETI_SL_0000007759.MOV,203
222,1,2017,정면,단어,KETI_SL_0000000222.MOV,204
1052,2,2017,정면,단어,KETI_SL_0000001052.MTS,204
1807,3,2017,정면,단어,KETI_SL_0000001807.MOV,204
2736,4,2017,정면,단어,KETI_SL_0000002736.MOV,204
3565,5,2017,정면,단어,KETI_SL_0000003565.MOV,204
4410,6,2017,정면,단어,KETI_SL_0000004410.MOV,204
5248,7,2017,정면,단어,KETI_SL_0000005248.MOV,204
6088,8,2017,정면,단어,KETI_SL_0000006088.MOV,204
6924,9,2017,정면,단어,KETI_SL_0000006924.MOV,204
7758,10,2017,정면,단어,KETI_SL_0000007758.MOV,204
221,1,2017,정면,단어,KETI_SL_0000000221.MOV,205
1051,2,2017,정면,단어,KETI_SL_0000001051.MTS,205
1806,3,2017,정면,단어,KETI_SL_0000001806.MOV,205
2735,4,2017,정면,단어,KETI_SL_0000002735.MOV,205
3564,5,2017,정면,단어,KETI_SL_0000003564.MOV,205
4409,6,2017,정면,단어,KETI_SL_0000004409.MOV,205
5247,7,2017,정면,단어,KETI_SL_0000005247.MOV,205
6087,8,2017,정면,단어,KETI_SL_0000006087.MOV,205
6923,9,2017,정면,단어,KETI_SL_0000006923.MOV,205
7757,10,2017,정면,단어,KETI_SL_0000007757.MOV,205
220,1,2017,정면,단어,KETI_SL_0000000220.MOV,206
1050,2,2017,정면,단어,KETI_SL_0000001050.MTS,206
1805,3,2017,정면,단어,KETI_SL_0000001805.MOV,206
2734,4,2017,정면,단어,KETI_SL_0000002734.MOV,206
3563,5,2017,정면,단어,KETI_SL_0000003563.MOV,206
4408,6,2017,정면,단어,KETI_SL_0000004408.MOV,206
5246,7,2017,정면,단어,KETI_SL_0000005246.MOV,206
6086,8,2017,정면,단어,KETI_SL_0000006086.MOV,206
6922,9,2017,정면,단어,KETI_SL_0000006922.MOV,206
7756,10,2017,정면,단어,KETI_SL_0000007756.MOV,206
219,1,2017,정면,단어,KETI_SL_0000000219.MOV,207
1049,2,2017,정면,단어,KETI_SL_0000001049.MTS,207
1804,3,2017,정면,단어,KETI_SL_0000001804.MOV,207
2733,4,2017,정면,단어,KETI_SL_0000002733.MOV,207
3562,5,2017,정면,단어,KETI_SL_0000003562.MOV,207
4407,6,2017,정면,단어,KETI_SL_0000004407.MOV,207
5245,7,2017,정면,단어,KETI_SL_0000005245.MOV,207
6085,8,2017,정면,단어,KETI_SL_0000006085.MOV,207
6921,9,2017,정면,단어,KETI_SL_0000006921.MOV,207
7755,10,2017,정면,단어,KETI_SL_0000007755.MOV,207
218,1,2017,정면,단어,KETI_SL_0000000218.MOV,208
1048,2,2017,정면,단어,KETI_SL_0000001048.MTS,208
1803,3,2017,정면,단어,KETI_SL_0000001803.MOV,208
2732,4,2017,정면,단어,KETI_SL_0000002732.MOV,208
3561,5,2017,정면,단어,KETI_SL_0000003561.MOV,208
4406,6,2017,정면,단어,KETI_SL_0000004406.MOV,208
5244,7,2017,정면,단어,KETI_SL_0000005244.MOV,208
6084,8,2017,정면,단어,KETI_SL_0000006084.MOV,208
6920,9,2017,정면,단어,KETI_SL_0000006920.MOV,208
7754,10,2017,정면,단어,KETI_SL_0000007754.MOV,208
217,1,2017,정면,단어,KETI_SL_0000000217.MOV,209
1047,2,2017,정면,단어,KETI_SL_0000001047.MTS,209
1802,3,2017,정면,단어,KETI_SL_0000001802.MOV,209
2731,4,2017,정면,단어,KETI_SL_0000002731.MOV,209
3560,5,2017,정면,단어,KETI_SL_0000003560.MOV,209
4405,6,2017,정면,단어,KETI_SL_0000004405.MOV,209
5243,7,2017,정면,단어,KETI_SL_0000005243.MOV,209
6083,8,2017,정면,단어,KETI_SL_0000006083.MOV,209
6919,9,2017,정면,단어,KETI_SL_0000006919.MOV,209
7753,10,2017,정면,단어,KETI_SL_0000007753.MOV,209
215,1,2017,정면,단어,KETI_SL_0000000215.MOV,210
1046,2,2017,정면,단어,KETI_SL_0000001046.MTS,210
1801,3,2017,정면,단어,KETI_SL_0000001801.MOV,210
2729,4,2017,정면,단어,KETI_SL_0000002729.MOV,210
3559,5,2017,정면,단어,KETI_SL_0000003559.MOV,210
4403,6,2017,정면,단어,KETI_SL_0000004403.MOV,210
5241,7,2017,정면,단어,KETI_SL_0000005241.MOV,210
6081,8,2017,정면,단어,KETI_SL_0000006081.MOV,210
6917,9,2017,정면,단어,KETI_SL_0000006917.MOV,210
7752,10,2017,정면,단어,KETI_SL_0000007752.MOV,210
214,1,2017,정면,단어,KETI_SL_0000000214.MOV,211
1045,2,2017,정면,단어,KETI_SL_0000001045.MTS,211
1799,3,2017,정면,단어,KETI_SL_0000001799.MOV,211
2728,4,2017,정면,단어,KETI_SL_0000002728.MOV,211
3558,5,2017,정면,단어,KETI_SL_0000003558.MOV,211
4402,6,2017,정면,단어,KETI_SL_0000004402.MOV,211
5240,7,2017,정면,단어,KETI_SL_0000005240.MOV,211
6080,8,2017,정면,단어,KETI_SL_0000006080.MOV,211
6916,9,2017,정면,단어,KETI_SL_0000006916.MOV,211
7751,10,2017,정면,단어,KETI_SL_0000007751.MOV,211
213,1,2017,정면,단어,KETI_SL_0000000213.MOV,212
1044,2,2017,정면,단어,KETI_SL_0000001044.MTS,212
1798,3,2017,정면,단어,KETI_SL_0000001798.MOV,212
2727,4,2017,정면,단어,KETI_SL_0000002727.MOV,212
3557,5,2017,정면,단어,KETI_SL_0000003557.MOV,212
4401,6,2017,정면,단어,KETI_SL_0000004401.MOV,212
5239,7,2017,정면,단어,KETI_SL_0000005239.MOV,212
6079,8,2017,정면,단어,KETI_SL_0000006079.MOV,212
6915,9,2017,정면,단어,KETI_SL_0000006915.MOV,212
7750,10,2017,정면,단어,KETI_SL_0000007750.MOV,212
212,1,2017,정면,단어,KETI_SL_0000000212.MOV,213
1043,2,2017,정면,단어,KETI_SL_0000001043.MTS,213
1797,3,2017,정면,단어,KETI_SL_0000001797.MOV,213
2726,4,2017,정면,단어,KETI_SL_0000002726.MOV,213
3556,5,2017,정면,단어,KETI_SL_0000003556.MOV,213
4400,6,2017,정면,단어,KETI_SL_0000004400.MOV,213
5238,7,2017,정면,단어,KETI_SL_0000005238.MOV,213
6078,8,2017,정면,단어,KETI_SL_0000006078.MOV,213
6914,9,2017,정면,단어,KETI_SL_0000006914.MOV,213
7749,10,2017,정면,단어,KETI_SL_0000007749.MOV,213
210,1,2017,정면,단어,KETI_SL_0000000210.MOV,214
1042,2,2017,정면,단어,KETI_SL_0000001042.MTS,214
1796,3,2017,정면,단어,KETI_SL_0000001796.MOV,214
2724,4,2017,정면,단어,KETI_SL_0000002724.MOV,214
3555,5,2017,정면,단어,KETI_SL_0000003555.MOV,214
4398,6,2017,정면,단어,KETI_SL_0000004398.MOV,214
5236,7,2017,정면,단어,KETI_SL_0000005236.MOV,214
6076,8,2017,정면,단어,KETI_SL_0000006076.MOV,214
6912,9,2017,정면,단어,KETI_SL_0000006912.MOV,214
7748,10,2017,정면,단어,KETI_SL_0000007748.MOV,214
209,1,2017,정면,단어,KETI_SL_0000000209.MOV,215
1041,2,2017,정면,단어,KETI_SL_0000001041.MTS,215
1795,3,2017,정면,단어,KETI_SL_0000001795.MOV,215
2723,4,2017,정면,단어,KETI_SL_0000002723.MOV,215
3554,5,2017,정면,단어,KETI_SL_0000003554.MOV,215
4397,6,2017,정면,단어,KETI_SL_0000004397.MOV,215
5235,7,2017,정면,단어,KETI_SL_0000005235.MOV,215
6075,8,2017,정면,단어,KETI_SL_0000006075.MOV,215
6911,9,2017,정면,단어,KETI_SL_0000006911.MOV,215
7747,10,2017,정면,단어,KETI_SL_0000007747.MOV,215
208,1,2017,정면,단어,KETI_SL_0000000208.MOV,216
1040,2,2017,정면,단어,KETI_SL_0000001040.MTS,216
1794,3,2017,정면,단어,KETI_SL_0000001794.MOV,216
2722,4,2017,정면,단어,KETI_SL_0000002722.MOV,216
3553,5,2017,정면,단어,KETI_SL_0000003553.MOV,216
4396,6,2017,정면,단어,KETI_SL_0000004396.MOV,216
5234,7,2017,정면,단어,KETI_SL_0000005234.MOV,216
6074,8,2017,정면,단어,KETI_SL_0000006074.MOV,216
6910,9,2017,정면,단어,KETI_SL_0000006910.MOV,216
7746,10,2017,정면,단어,KETI_SL_0000007746.MOV,216
207,1,2017,정면,단어,KETI_SL_0000000207.MOV,217
1039,2,2017,정면,단어,KETI_SL_0000001039.MTS,217
1793,3,2017,정면,단어,KETI_SL_0000001793.MOV,217
2721,4,2017,정면,단어,KETI_SL_0000002721.MOV,217
3552,5,2017,정면,단어,KETI_SL_0000003552.MOV,217
4395,6,2017,정면,단어,KETI_SL_0000004395.MOV,217
5233,7,2017,정면,단어,KETI_SL_0000005233.MOV,217
6073,8,2017,정면,단어,KETI_SL_0000006073.MOV,217
6909,9,2017,정면,단어,KETI_SL_0000006909.MOV,217
7745,10,2017,정면,단어,KETI_SL_0000007745.MOV,217
206,1,2017,정면,단어,KETI_SL_0000000206.MOV,218
1038,2,2017,정면,단어,KETI_SL_0000001038.MTS,218
1792,3,2017,정면,단어,KETI_SL_0000001792.MOV,218
2720,4,2017,정면,단어,KETI_SL_0000002720.MOV,218
3551,5,2017,정면,단어,KETI_SL_0000003551.MOV,218
4394,6,2017,정면,단어,KETI_SL_0000004394.MOV,218
5232,7,2017,정면,단어,KETI_SL_0000005232.MOV,218
6072,8,2017,정면,단어,KETI_SL_0000006072.MOV,218
6908,9,2017,정면,단어,KETI_SL_0000006908.MOV,218
7744,10,2017,정면,단어,KETI_SL_0000007744.MOV,218
205,1,2017,정면,단어,KETI_SL_0000000205.MOV,219
1037,2,2017,정면,단어,KETI_SL_0000001037.MTS,219
1791,3,2017,정면,단어,KETI_SL_0000001791.MOV,219
2719,4,2017,정면,단어,KETI_SL_0000002719.MOV,219
3550,5,2017,정면,단어,KETI_SL_0000003550.MOV,219
4393,6,2017,정면,단어,KETI_SL_0000004393.MOV,219
5231,7,2017,정면,단어,KETI_SL_0000005231.MOV,219
6071,8,2017,정면,단어,KETI_SL_0000006071.MOV,219
6907,9,2017,정면,단어,KETI_SL_0000006907.MOV,219
7743,10,2017,정면,단어,KETI_SL_0000007743.MOV,219
204,1,2017,정면,단어,KETI_SL_0000000204.MOV,220
1036,2,2017,정면,단어,KETI_SL_0000001036.MTS,220
1790,3,2017,정면,단어,KETI_SL_0000001790.MOV,220
2718,4,2017,정면,단어,KETI_SL_0000002718.MOV,220
3549,5,2017,정면,단어,KETI_SL_0000003549.MOV,220
4392,6,2017,정면,단어,KETI_SL_0000004392.MOV,220
5230,7,2017,정면,단어,KETI_SL_0000005230.MOV,220
6070,8,2017,정면,단어,KETI_SL_0000006070.MOV,220
6906,9,2017,정면,단어,KETI_SL_0000006906.MOV,220
7742,10,2017,정면,단어,KETI_SL_0000007742.MOV,220
203,1,2017,정면,단어,KETI_SL_0000000203.MOV,221
1035,2,2017,정면,단어,KETI_SL_0000001035.MTS,221
1787,3,2017,정면,단어,KETI_SL_0000001787.MOV,221
2717,4,2017,정면,단어,KETI_SL_0000002717.MOV,221
6069,8,2017,정면,단어,KETI_SL_0000006069.MOV,221
3548,5,2017,정면,단어,KETI_SL_0000003548.MOV,221
4391,6,2017,정면,단어,KETI_SL_0000004391.MOV,221
5229,7,2017,정면,단어,KETI_SL_0000005229.MOV,221
6905,9,2017,정면,단어,KETI_SL_0000006905.MOV,221
7741,10,2017,정면,단어,KETI_SL_0000007741.MOV,221
202,1,2017,정면,단어,KETI_SL_0000000202.MOV,222
1034,2,2017,정면,단어,KETI_SL_0000001034.MTS,222
1786,3,2017,정면,단어,KETI_SL_0000001786.MOV,222
2716,4,2017,정면,단어,KETI_SL_0000002716.MOV,222
3547,5,2017,정면,단어,KETI_SL_0000003547.MOV,222
4390,6,2017,정면,단어,KETI_SL_0000004390.MOV,222
5228,7,2017,정면,단어,KETI_SL_0000005228.MOV,222
6068,8,2017,정면,단어,KETI_SL_0000006068.MOV,222
6904,9,2017,정면,단어,KETI_SL_0000006904.MOV,222
7740,10,2017,정면,단어,KETI_SL_0000007740.MOV,222
201,1,2017,정면,단어,KETI_SL_0000000201.MOV,223
1033,2,2017,정면,단어,KETI_SL_0000001033.MTS,223
1785,3,2017,정면,단어,KETI_SL_0000001785.MOV,223
2715,4,2017,정면,단어,KETI_SL_0000002715.MOV,223
3546,5,2017,정면,단어,KETI_SL_0000003546.MOV,223
4389,6,2017,정면,단어,KETI_SL_0000004389.MOV,223
5227,7,2017,정면,단어,KETI_SL_0000005227.MOV,223
6067,8,2017,정면,단어,KETI_SL_0000006067.MOV,223
6903,9,2017,정면,단어,KETI_SL_0000006903.MOV,223
7739,10,2017,정면,단어,KETI_SL_0000007739.MOV,223
200,1,2017,정면,단어,KETI_SL_0000000200.MOV,224
1032,2,2017,정면,단어,KETI_SL_0000001032.MTS,224
1784,3,2017,정면,단어,KETI_SL_0000001784.MOV,224
2714,4,2017,정면,단어,KETI_SL_0000002714.MOV,224
3545,5,2017,정면,단어,KETI_SL_0000003545.MOV,224
4388,6,2017,정면,단어,KETI_SL_0000004388.MOV,224
5226,7,2017,정면,단어,KETI_SL_0000005226.MOV,224
6066,8,2017,정면,단어,KETI_SL_0000006066.MOV,224
6902,9,2017,정면,단어,KETI_SL_0000006902.MOV,224
7738,10,2017,정면,단어,KETI_SL_0000007738.MOV,224
198,1,2017,정면,단어,KETI_SL_0000000198.MOV,225
1031,2,2017,정면,단어,KETI_SL_0000001031.MTS,225
1783,3,2017,정면,단어,KETI_SL_0000001783.MOV,225
2712,4,2017,정면,단어,KETI_SL_0000002712.MOV,225
3544,5,2017,정면,단어,KETI_SL_0000003544.MOV,225
4386,6,2017,정면,단어,KETI_SL_0000004386.MOV,225
5225,7,2017,정면,단어,KETI_SL_0000005225.MOV,225
6064,8,2017,정면,단어,KETI_SL_0000006064.MOV,225
6900,9,2017,정면,단어,KETI_SL_0000006900.MOV,225
7737,10,2017,정면,단어,KETI_SL_0000007737.MOV,225
197,1,2017,정면,단어,KETI_SL_0000000197.MOV,226
1030,2,2017,정면,단어,KETI_SL_0000001030.MTS,226
1782,3,2017,정면,단어,KETI_SL_0000001782.MOV,226
2711,4,2017,정면,단어,KETI_SL_0000002711.MOV,226
3543,5,2017,정면,단어,KETI_SL_0000003543.MOV,226
4385,6,2017,정면,단어,KETI_SL_0000004385.MOV,226
5224,7,2017,정면,단어,KETI_SL_0000005224.MOV,226
6063,8,2017,정면,단어,KETI_SL_0000006063.MOV,226
6899,9,2017,정면,단어,KETI_SL_0000006899.MOV,226
7736,10,2017,정면,단어,KETI_SL_0000007736.MOV,226
196,1,2017,정면,단어,KETI_SL_0000000196.MOV,227
1029,2,2017,정면,단어,KETI_SL_0000001029.MTS,227
1781,3,2017,정면,단어,KETI_SL_0000001781.MOV,227
2710,4,2017,정면,단어,KETI_SL_0000002710.MOV,227
3542,5,2017,정면,단어,KETI_SL_0000003542.MOV,227
4384,6,2017,정면,단어,KETI_SL_0000004384.MOV,227
5223,7,2017,정면,단어,KETI_SL_0000005223.MOV,227
6062,8,2017,정면,단어,KETI_SL_0000006062.MOV,227
6898,9,2017,정면,단어,KETI_SL_0000006898.MOV,227
7735,10,2017,정면,단어,KETI_SL_0000007735.MOV,227
195,1,2017,정면,단어,KETI_SL_0000000195.MOV,228
1028,2,2017,정면,단어,KETI_SL_0000001028.MTS,228
1780,3,2017,정면,단어,KETI_SL_0000001780.MOV,228
2709,4,2017,정면,단어,KETI_SL_0000002709.MOV,228
3541,5,2017,정면,단어,KETI_SL_0000003541.MOV,228
4383,6,2017,정면,단어,KETI_SL_0000004383.MOV,228
5222,7,2017,정면,단어,KETI_SL_0000005222.MOV,228
6061,8,2017,정면,단어,KETI_SL_0000006061.MOV,228
6897,9,2017,정면,단어,KETI_SL_0000006897.MOV,228
7734,10,2017,정면,단어,KETI_SL_0000007734.MOV,228
194,1,2017,정면,단어,KETI_SL_0000000194.MOV,229
1027,2,2017,정면,단어,KETI_SL_0000001027.MTS,229
1779,3,2017,정면,단어,KETI_SL_0000001779.MOV,229
2708,4,2017,정면,단어,KETI_SL_0000002708.MOV,229
3540,5,2017,정면,단어,KETI_SL_0000003540.MOV,229
4382,6,2017,정면,단어,KETI_SL_0000004382.MOV,229
5221,7,2017,정면,단어,KETI_SL_0000005221.MOV,229
6060,8,2017,정면,단어,KETI_SL_0000006060.MOV,229
6896,9,2017,정면,단어,KETI_SL_0000006896.MOV,229
7733,10,2017,정면,단어,KETI_SL_0000007733.MOV,229
193,1,2017,정면,단어,KETI_SL_0000000193.MOV,230
1026,2,2017,정면,단어,KETI_SL_0000001026.MTS,230
1778,3,2017,정면,단어,KETI_SL_0000001778.MOV,230
2707,4,2017,정면,단어,KETI_SL_0000002707.MOV,230
3539,5,2017,정면,단어,KETI_SL_0000003539.MOV,230
4381,6,2017,정면,단어,KETI_SL_0000004381.MOV,230
5220,7,2017,정면,단어,KETI_SL_0000005220.MOV,230
6059,8,2017,정면,단어,KETI_SL_0000006059.MOV,230
6895,9,2017,정면,단어,KETI_SL_0000006895.MOV,230
7732,10,2017,정면,단어,KETI_SL_0000007732.MOV,230
192,1,2017,정면,단어,KETI_SL_0000000192.MOV,231
1025,2,2017,정면,단어,KETI_SL_0000001025.MTS,231
1776,3,2017,정면,단어,KETI_SL_0000001776.MOV,231
2706,4,2017,정면,단어,KETI_SL_0000002706.MOV,231
3538,5,2017,정면,단어,KETI_SL_0000003538.MOV,231
4380,6,2017,정면,단어,KETI_SL_0000004380.MOV,231
5219,7,2017,정면,단어,KETI_SL_0000005219.MOV,231
6058,8,2017,정면,단어,KETI_SL_0000006058.MOV,231
6894,9,2017,정면,단어,KETI_SL_0000006894.MOV,231
7731,10,2017,정면,단어,KETI_SL_0000007731.MOV,231
191,1,2017,정면,단어,KETI_SL_0000000191.MOV,232
1024,2,2017,정면,단어,KETI_SL_0000001024.MTS,232
1775,3,2017,정면,단어,KETI_SL_0000001775.MOV,232
2705,4,2017,정면,단어,KETI_SL_0000002705.MOV,232
3537,5,2017,정면,단어,KETI_SL_0000003537.MOV,232
4379,6,2017,정면,단어,KETI_SL_0000004379.MOV,232
5218,7,2017,정면,단어,KETI_SL_0000005218.MOV,232
6057,8,2017,정면,단어,KETI_SL_0000006057.MOV,232
6893,9,2017,정면,단어,KETI_SL_0000006893.MOV,232
7730,10,2017,정면,단어,KETI_SL_0000007730.MOV,232
190,1,2017,정면,단어,KETI_SL_0000000190.MOV,233
1023,2,2017,정면,단어,KETI_SL_0000001023.MTS,233
1774,3,2017,정면,단어,KETI_SL_0000001774.MOV,233
2704,4,2017,정면,단어,KETI_SL_0000002704.MOV,233
3536,5,2017,정면,단어,KETI_SL_0000003536.MOV,233
4378,6,2017,정면,단어,KETI_SL_0000004378.MOV,233
5217,7,2017,정면,단어,KETI_SL_0000005217.MOV,233
6056,8,2017,정면,단어,KETI_SL_0000006056.MOV,233
6892,9,2017,정면,단어,KETI_SL_0000006892.MOV,233
7729,10,2017,정면,단어,KETI_SL_0000007729.MOV,233
189,1,2017,정면,단어,KETI_SL_0000000189.MOV,234
1022,2,2017,정면,단어,KETI_SL_0000001022.MTS,234
1773,3,2017,정면,단어,KETI_SL_0000001773.MOV,234
2703,4,2017,정면,단어,KETI_SL_0000002703.MOV,234
3535,5,2017,정면,단어,KETI_SL_0000003535.MOV,234
4377,6,2017,정면,단어,KETI_SL_0000004377.MOV,234
5216,7,2017,정면,단어,KETI_SL_0000005216.MOV,234
6055,8,2017,정면,단어,KETI_SL_0000006055.MOV,234
6891,9,2017,정면,단어,KETI_SL_0000006891.MOV,234
7728,10,2017,정면,단어,KETI_SL_0000007728.MOV,234
188,1,2017,정면,단어,KETI_SL_0000000188.MOV,235
1021,2,2017,정면,단어,KETI_SL_0000001021.MTS,235
1772,3,2017,정면,단어,KETI_SL_0000001772.MOV,235
2702,4,2017,정면,단어,KETI_SL_0000002702.MOV,235
3534,5,2017,정면,단어,KETI_SL_0000003534.MOV,235
4376,6,2017,정면,단어,KETI_SL_0000004376.MOV,235
5215,7,2017,정면,단어,KETI_SL_0000005215.MOV,235
6054,8,2017,정면,단어,KETI_SL_0000006054.MOV,235
6890,9,2017,정면,단어,KETI_SL_0000006890.MOV,235
7727,10,2017,정면,단어,KETI_SL_0000007727.MOV,235
187,1,2017,정면,단어,KETI_SL_0000000187.MOV,236
1020,2,2017,정면,단어,KETI_SL_0000001020.MTS,236
1771,3,2017,정면,단어,KETI_SL_0000001771.MOV,236
2701,4,2017,정면,단어,KETI_SL_0000002701.MOV,236
3533,5,2017,정면,단어,KETI_SL_0000003533.MOV,236
4375,6,2017,정면,단어,KETI_SL_0000004375.MOV,236
5214,7,2017,정면,단어,KETI_SL_0000005214.MOV,236
6053,8,2017,정면,단어,KETI_SL_0000006053.MOV,236
6889,9,2017,정면,단어,KETI_SL_0000006889.MOV,236
7726,10,2017,정면,단어,KETI_SL_0000007726.MOV,236
186,1,2017,정면,단어,KETI_SL_0000000186.MOV,237
1019,2,2017,정면,단어,KETI_SL_0000001019.MTS,237
1770,3,2017,정면,단어,KETI_SL_0000001770.MOV,237
2700,4,2017,정면,단어,KETI_SL_0000002700.MOV,237
3532,5,2017,정면,단어,KETI_SL_0000003532.MOV,237
4374,6,2017,정면,단어,KETI_SL_0000004374.MOV,237
5213,7,2017,정면,단어,KETI_SL_0000005213.MOV,237
6052,8,2017,정면,단어,KETI_SL_0000006052.MOV,237
6888,9,2017,정면,단어,KETI_SL_0000006888.MOV,237
7725,10,2017,정면,단어,KETI_SL_0000007725.MOV,237
185,1,2017,정면,단어,KETI_SL_0000000185.MOV,238
1018,2,2017,정면,단어,KETI_SL_0000001018.MTS,238
1769,3,2017,정면,단어,KETI_SL_0000001769.MOV,238
2699,4,2017,정면,단어,KETI_SL_0000002699.MOV,238
3531,5,2017,정면,단어,KETI_SL_0000003531.MOV,238
4373,6,2017,정면,단어,KETI_SL_0000004373.MOV,238
5212,7,2017,정면,단어,KETI_SL_0000005212.MOV,238
6051,8,2017,정면,단어,KETI_SL_0000006051.MOV,238
6887,9,2017,정면,단어,KETI_SL_0000006887.MOV,238
7724,10,2017,정면,단어,KETI_SL_0000007724.MOV,238
184,1,2017,정면,단어,KETI_SL_0000000184.MOV,239
1017,2,2017,정면,단어,KETI_SL_0000001017.MTS,239
1768,3,2017,정면,단어,KETI_SL_0000001768.MOV,239
2698,4,2017,정면,단어,KETI_SL_0000002698.MOV,239
3530,5,2017,정면,단어,KETI_SL_0000003530.MOV,239
4372,6,2017,정면,단어,KETI_SL_0000004372.MOV,239
5211,7,2017,정면,단어,KETI_SL_0000005211.MOV,239
6050,8,2017,정면,단어,KETI_SL_0000006050.MOV,239
6886,9,2017,정면,단어,KETI_SL_0000006886.MOV,239
7723,10,2017,정면,단어,KETI_SL_0000007723.MOV,239
182,1,2017,정면,단어,KETI_SL_0000000182.MOV,240
1016,2,2017,정면,단어,KETI_SL_0000001016.MTS,240
1767,3,2017,정면,단어,KETI_SL_0000001767.MOV,240
2696,4,2017,정면,단어,KETI_SL_0000002696.MOV,240
3529,5,2017,정면,단어,KETI_SL_0000003529.MOV,240
4370,6,2017,정면,단어,KETI_SL_0000004370.MOV,240
5209,7,2017,정면,단어,KETI_SL_0000005209.MOV,240
6048,8,2017,정면,단어,KETI_SL_0000006048.MOV,240
6885,9,2017,정면,단어,KETI_SL_0000006885.MOV,240
7722,10,2017,정면,단어,KETI_SL_0000007722.MOV,240
181,1,2017,정면,단어,KETI_SL_0000000181.MOV,241
1015,2,2017,정면,단어,KETI_SL_0000001015.MTS,241
1765,3,2017,정면,단어,KETI_SL_0000001765.MOV,241
2695,4,2017,정면,단어,KETI_SL_0000002695.MOV,241
3528,5,2017,정면,단어,KETI_SL_0000003528.MOV,241
4369,6,2017,정면,단어,KETI_SL_0000004369.MOV,241
5205,7,2017,정면,단어,KETI_SL_0000005205.MOV,241
6047,8,2017,정면,단어,KETI_SL_0000006047.MOV,241
6884,9,2017,정면,단어,KETI_SL_0000006884.MOV,241
7721,10,2017,정면,단어,KETI_SL_0000007721.MOV,241
180,1,2017,정면,단어,KETI_SL_0000000180.MOV,242
1014,2,2017,정면,단어,KETI_SL_0000001014.MTS,242
1764,3,2017,정면,단어,KETI_SL_0000001764.MOV,242
2694,4,2017,정면,단어,KETI_SL_0000002694.MOV,242
3527,5,2017,정면,단어,KETI_SL_0000003527.MOV,242
4368,6,2017,정면,단어,KETI_SL_0000004368.MOV,242
5208,7,2017,정면,단어,KETI_SL_0000005208.MOV,242
6046,8,2017,정면,단어,KETI_SL_0000006046.MOV,242
6883,9,2017,정면,단어,KETI_SL_0000006883.MOV,242
7720,10,2017,정면,단어,KETI_SL_0000007720.MOV,242
179,1,2017,정면,단어,KETI_SL_0000000179.MOV,243
1013,2,2017,정면,단어,KETI_SL_0000001013.MTS,243
1763,3,2017,정면,단어,KETI_SL_0000001763.MOV,243
2693,4,2017,정면,단어,KETI_SL_0000002693.MOV,243
3526,5,2017,정면,단어,KETI_SL_0000003526.MOV,243
4367,6,2017,정면,단어,KETI_SL_0000004367.MOV,243
5207,7,2017,정면,단어,KETI_SL_0000005207.MOV,243
6045,8,2017,정면,단어,KETI_SL_0000006045.MOV,243
6882,9,2017,정면,단어,KETI_SL_0000006882.MOV,243
7719,10,2017,정면,단어,KETI_SL_0000007719.MOV,243
178,1,2017,정면,단어,KETI_SL_0000000178.MOV,244
1012,2,2017,정면,단어,KETI_SL_0000001012.MTS,244
1762,3,2017,정면,단어,KETI_SL_0000001762.MOV,244
2692,4,2017,정면,단어,KETI_SL_0000002692.MOV,244
3525,5,2017,정면,단어,KETI_SL_0000003525.MOV,244
4366,6,2017,정면,단어,KETI_SL_0000004366.MOV,244
5206,7,2017,정면,단어,KETI_SL_0000005206.MOV,244
6044,8,2017,정면,단어,KETI_SL_0000006044.MOV,244
6881,9,2017,정면,단어,KETI_SL_0000006881.MOV,244
7718,10,2017,정면,단어,KETI_SL_0000007718.MOV,244
177,1,2017,정면,단어,KETI_SL_0000000177.MOV,245
1011,2,2017,정면,단어,KETI_SL_0000001011.MTS,245
1761,3,2017,정면,단어,KETI_SL_0000001761.MOV,245
2691,4,2017,정면,단어,KETI_SL_0000002691.MOV,245
3524,5,2017,정면,단어,KETI_SL_0000003524.MOV,245
4365,6,2017,정면,단어,KETI_SL_0000004365.MOV,245
5204,7,2017,정면,단어,KETI_SL_0000005204.MOV,245
6043,8,2017,정면,단어,KETI_SL_0000006043.MOV,245
6880,9,2017,정면,단어,KETI_SL_0000006880.MOV,245
7717,10,2017,정면,단어,KETI_SL_0000007717.MOV,245
176,1,2017,정면,단어,KETI_SL_0000000176.MOV,246
1010,2,2017,정면,단어,KETI_SL_0000001010.MTS,246
1760,3,2017,정면,단어,KETI_SL_0000001760.MOV,246
2690,4,2017,정면,단어,KETI_SL_0000002690.MOV,246
3523,5,2017,정면,단어,KETI_SL_0000003523.MOV,246
4364,6,2017,정면,단어,KETI_SL_0000004364.MOV,246
5203,7,2017,정면,단어,KETI_SL_0000005203.MOV,246
6042,8,2017,정면,단어,KETI_SL_0000006042.MOV,246
6879,9,2017,정면,단어,KETI_SL_0000006879.MOV,246
7716,10,2017,정면,단어,KETI_SL_0000007716.MOV,246
175,1,2017,정면,단어,KETI_SL_0000000175.MOV,247
1009,2,2017,정면,단어,KETI_SL_0000001009.MTS,247
1759,3,2017,정면,단어,KETI_SL_0000001759.MOV,247
2689,4,2017,정면,단어,KETI_SL_0000002689.MOV,247
3522,5,2017,정면,단어,KETI_SL_0000003522.MOV,247
